WorkerId,AcceptTime,SubmitTime,Answer 53,type,grammaticality,sentence,response,rt,locative,subject,copula,question_number
E0F93U2X646X8NAR8U7G1AYD90AQ096M77UWD13STB9IJ9HC7L,Sat Jan 02 05:44:35 PST 2016,Sat Jan 02 05:51:34 PST 2016,"""English""",filler,1,Some managers suggested that we fire he.,1,5110,in this house,pl,'s,32
5B0VPWD8QEJLBSR8JB4N9S1XF9U83ILJAG1KW7HLJ4O1T435JT,Sat Jan 02 05:44:35 PST 2016,Sat Jan 02 05:51:34 PST 2016,"""English""",filler,1,The computers at the university costs thousands of dollars.,6,5591,in this house,pl,'s,52
3KOYZAWC1IAEHQEJRAJDUU1D2MZ5QZ99U2ZB1RG1HXI33R24UE,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,1,The men plays checkers in the park.,1,7414,,,,50
3GIQKEWOR0022J71BZ3D2QGZDTGB5RTC2Y19IFL0GP6ETU1BWG,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,1,Every government official plan to attend the meeting.,2,16399,,,,33
F8VK85A6G8NO9CGAT7S3CNH59XQHW8P7QSJ4KT92CBB57SR4JY,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,1,All of the mice were in it cages.,2,7455,,,,39
OYGCNHNEOTYVPDQ715A21ODHYE0P1GK55BXNDR8ASIXT0C7R3O,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,0,All of the airplanes take off from this runway.,7,5598,,,,29
MQHKONIW2U9M4UOYHQDZ6610ZHOJ4GETVCLI64NRDFOC0U7V12,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,0,The politicians debated among themselves in private.,6,17477,,,,28
SZL7OZX6FWC1FQS34BBZ4UYRDTA8BYGTN948C9BGD5F74TNAF4,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,0,All of the doctors said that she was healthy.,7,4680,,,,25
IUVOOGFS04QAX39JEL93V5NSYMISU2QZ8A928J7ASR509J7QQR,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,0,Every dolphin likes to play.,7,4519,,,,24
Q9P6BFI4SKNO7ZQ45ZWC18L8YLKFDLEX4XAINY91X0GJ64FQAA,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",target,0,There's trucks in the driveway.,6,4439,in the driveway,pl,'s,27
9EKP6BDFWLUC7P98EDBPVUPL9C73TR1CTCQBSU5EFA4NW4ABJC,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,1,Some foxes lives in the woods behind my house.,7,5470,in the driveway,pl,'s,26
6N05VXICKNE4ZQACR7CLXM3GV5KI1BQUMYDWZOR6L7VGVUMEAR,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,1,A male lion have a large mane.,1,4711,in the driveway,pl,'s,21
NHJOKI304UUWZ16BC5CFQED8SY2MT4BXYJ7C2G7GSIYFZWKIYU,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,1,The computers at the university costs thousands of dollars.,2,6599,in the driveway,pl,'s,20
U9GTS0XKTCP99319VQ1ABZ0E5F30JU5ITFBQB8OYPAYR5Y202L,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",target,1,There are turtles and a shark at the aquarium.,7,9228,at the aquarium,conj_pl, are,23
CKKMP3T5EKOTYP5Y2JBI39R3I58BZQP1MWR8Y0OFPY0IJWE1MZ,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,0,The snake is my favorite animal.,7,4665,at the aquarium,conj_pl, are,22
VCRT18JD09SR69OI5U3LDYZOY9CRAQLY72Q177VH37TQWLLOAL,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",target,0,There are a pigeon on the sidewalk.,1,3199,on the sidewalk,sg, are,47
799G1NYUODAAU0SEWK7XJ9ISQ0X27ICSZR3CWAN39CROWYCG1U,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,0,Some clothes of yours ended up in my laundry.,7,4654,on the sidewalk,sg, are,46
310Q7B6EP68L3ZFKJPRC9L84LL5K2QN14MTNF969MNNKS7MAM7,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,1,The elephant have a long trunk.,1,5894,on the sidewalk,sg, are,45
3GAFPDG937SEIRRXGUR9JKQR1SQYD87OWH8GRF3X4KO0SXB3XP,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,1,Every spider scares I.,1,3615,on the sidewalk,sg, are,44
Y1Y82PXRM75WEOKDPMEY9PRHPZSHUS7Z41WFPIHCXZ641499W6,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",target,1,There is cats in this house.,2,6439,in this house,pl, is,43
G0U2KZ2M61DZ653BFW4GXF6SCPXQR99HOWB7097TLWKLUXP73P,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,0,A basketball player was cut from the team because he did not come to practice.,7,7711,in this house,pl, is,42
372XT675ZBIXE1UAKCQ6U2P9E8DJRLMEAUML0N8MFMP7AXFUVJ,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,1,The jacket fit he well.,1,6031,in this house,pl, is,41
HYC7WLDNV1SHZ4BUSQ2PKL5E09IT2L8DU4X2APTYONP9UL4TZP,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,0,Some women run the shop.,6,7687,in this house,pl, is,40
GYFKU0QTVB0F5OITVPWAVR3UWPH8CEEO58UX2L9O8RTTR3DDEA,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,1,Some deer make a home for they around here.,1,6423,in this house,pl, is,49
C6QEWCKMQ8KHTTPJKQ9EXQNO3H4I53MM4DLJUBG9SJ5HQTE2HY,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,0,All of the birds sleep on my roof.,6,9575,in this house,pl, is,48
0V945J1IRCB2OS32XMERY4EIEJT6OZWE52N15YDDOM7OGDX6ZT,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,0,The televisions that she owns are broken.,6,14489,in this house,pl, is,6
Y5GACC39M4I4PMDG7SDBNAGXF5BHGVJAU15US08N98GRJBEVJR,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",target,0,There are a chicken and a horse at this farm.,2,7260,at this farm,conj_sg, are,7
V3LMHI8J5KVOV3TD347DOFLI92BF1KICNYWUGTIFEAEVGVEZZC,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,0,My stereo has not worked for a while.,7,5510,at this farm,conj_sg, are,4
8B8N26DHL7HWL4DNULBDL4P84KZ4POHXRJW88YPRUK54SCTQU8,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,0,All of the books on the shelf belong to her.,7,5759,at this farm,conj_sg, are,5
X3ITISZQ40BB2MCSO6LJSG6RKWGYXTAKA4L0PWT2207JCGSA5E,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,1,Children plays in this park all the time.,2,20229,at this farm,conj_sg, are,2
M3U4ME79QSL46VY7MQIM75ESLV9T8853O11OOXBMVQW1E33K7U,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,1,I gave the package to she yesterday.,2,5879,at this farm,conj_sg, are,3
NJM5TQIL1080PIGWRDY5DR2BFEC9EUKIBPF0866ICMNV9QB0OV,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,0,His phone's screen is broken.,6,25733,at this farm,conj_sg, are,1
7UET90UOO0E69JQUO25DEON4OVZBM1742F3GOTKI4ZBWXKAC27,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,1,The stapler require extra-large staples.,2,6030,at this farm,conj_sg, are,8
SJI3NUALGQAUPX5ZXU5E4Y7Z6WUGNSAA79HXYFVYHOR5Z6OVYU,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,0,The employee has come in late every day.,6,8439,at this farm,conj_sg, are,9
KU3MSE7QCV2FY0QTD2QMB3EZI8ONESCXFDJ5F7UVTA1PZ7H97M,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",target,0,There is a table in the lounge.,7,5103,in the lounge,sg, is,14
Z7MTE4BUJO3IV90EMTG891RF7P21U7S9QAM2VEGHRKPA5Y9AW5,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,0,A teacher has to be present during the exam.,7,4743,in the lounge,sg, is,15
13CFVBYA2O33BM0RL0JHRQW91ZTADGE1YZCZI76T4PWUOM67F5,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,0,The gophers were asleep in their holes.,7,4230,in the lounge,sg, is,16
HUODNL5ZGUNI3EE5L3ER6K2O0DJMRSKJBU97BFRV4ATICEXQKE,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,1,The landlord told I that my lease was up.,1,6486,in the lounge,sg, is,17
5FSLDDWGY7HIASC2DINH9ZG34WB9364BGX2NTFPSCA4M1Q5VWY,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",target,1,There are restaurants on this block.,7,5726,on this block,pl, are,10
DJZY592BZURB74HT8ILPUINDNQIOYS3H1H6LJANZAZQNVLBL6P,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,1,An apple fell from the tree and hit I.,2,6103,on this block,pl, are,11
IO6MOA6SX3NOBCDFE7WU24KOKDIOLY70JW98E90T17US78NS58,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,1,Every dish him cooks is delicious.,2,5391,on this block,pl, are,12
IR1YQP1B55FY1DURD0M31U7VEVAKFZVR2FQ43C0XILEKC6CCLL,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,0,All of the students eat in the cafeteria.,7,3999,on this block,pl, are,13
XMNZJ79SPD1H58C6V7FC0L3Z83EN1U422NMJZJ9GUNQ45GHW1U,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,1,Every parent with a daughter loves she.,1,5838,on this block,pl, are,36
2IOB278LHBYKGEIKBXWZGX53NTJ1GT6YICYGRY77V5RS6KDKRQ,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,1,Every house in the neighborhood have internet access.,2,11374,on this block,pl, are,37
4YFCLRXECLETFVH0HMYE9KWLCKITT75XNJC09QJ2PIBGNWS59I,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,0,Some managers suggested that we fire him.,7,4839,on this block,pl, are,34
62ZXZW12X4J0WB4CRBS5SOQ7H8ROS4WK2RU90B9BZU8KC6DPD2,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",target,0,There's giraffes and a panda in the zoo.,2,11687,in the zoo,conj_pl,'s,35
0NSLV0976V0H6AUI1Y7PTILFOM3NR1CNPZNEY2WH5JU2HUI8F5,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",target,0,There's a tree in the yard.,6,6798,in the yard,sg,'s,18
7M4Z8NISDMYEHWG9VP6LKWBT8FOLFQTT9TX99EA10VRGN77QEK,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,0,The skunks love to spray me.,7,4311,in the yard,sg,'s,19
A1QBNWYCHE7TDIIVAOEE8BSDC1ANIC9Y6X6HNZL4FNJM8S4PVI,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,0,Some bicycles have to be fixed.,7,3551,in the yard,sg,'s,30
E76FZDIE0H3MADIVB7JLOFTQBH0W4EIFBZD1PRNNEIYKOVTQPC,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",target,0,There is ducks and a swan in the pond.,2,6719,in the pond,conj_pl, is,31
8ICT8OQJ8M2LZLY30783MO0S1DUUOLKACWA0WNDJVYY9PH1KTD,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",target,0,There is a magazine and a book on the table.,6,5175,on the table,conj_sg, is,38
ND9MLBQ3BB443RXW9NZE8R8GWRBBMQC2UZ8VNNJRZKDX0U1GD3,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",target,0,There's a pillow and a blanket on top of the bed.,6,12983,on top of the bed,conj_sg,'s,51
3Y9GPSKCZ88KZO5A1KGEXCLVYAXQ1HVYXSFW9BHE499Q50AWXC,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,1,A backpack carry all of my textbooks.,1,6487,on top of the bed,conj_sg,'s,32
VGCW3N4VCPPIOFTTHGCALQIVJWFZDC9Y8EGYYLB5XJRPYK8DFA,Sat Jan 02 05:44:39 PST 2016,Sat Jan 02 05:51:48 PST 2016,"""English""",filler,1,A hawk is flying after she prey.,1,4438,on top of the bed,conj_sg,'s,52
AEZZ2V5CZLY5ZUZV5BD88W5Q8L98IQW98S89YE7UKIXAHBXRQU,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",target,,There are ducks in the pond.,7,3674,in the pond,pl, are,50
1FL98Z1IFHQ3OP4JF8ZEUBC4ABO354L10LQN4B94OJURF09UTX,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,1,A teacher have to be present during the exam.,1,3760,in the pond,pl, are,33
QON88V4KDXQNTQQWGH2NGRF5M8FMUGK4GGLT0POT3Z8TOITMZ9,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",target,1,There's a tree in the yard.,7,2500,in the yard,sg,'s,39
CRRLXR2KOAN3UHJ9HWHBVZDZ3UZ6IJ286VJK33EFPWOA7XZZNA,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,1,Every government official plan to attend the meeting.,4,4931,in the yard,sg,'s,29
5C4TJZZ8CL0ZUICRLOLM5ZMTG4PJCDSQWQ702VGO8HO1DAMYT1,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,1,Some women runs the shop.,1,4187,in the yard,sg,'s,28
C380LX1GUOHG9SME19BZM3OLTYVK7I1JK0A5PZMT3J863NQSA0,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,0,A backpack carries all of my textbooks.,7,3305,in the yard,sg,'s,25
9KI28AXI9DJIQSNN0NZXF1MNZR7NCPW3XVCWCQ2P401OVMKIM1,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,0,The politicians debated among themselves in private.,7,13300,in the yard,sg,'s,24
YXYRUU14ZYI164DHXVNCOAEZWOOCJ8DFHOPUN7CF8UCSGEG27L,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",target,0,There is cats and a dog in this house.,1,3942,in this house,conj_pl, is,27
WRA2QDD3AJR20QP05FWPHOS4MVS6YXQPYF1XGY28MI100FKDO2,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,0,Every house in the neighborhood has internet access.,7,3359,in this house,conj_pl, is,26
DKN8ESSRTJMYI0LD5NHUFQH3USFXGW0CFMSY7JUB9PPOUT37O9,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,0,Some clothes of yours ended up in my laundry.,7,4601,in this house,conj_pl, is,21
A3E7C69B79NL73S3L8FNGR1BT5Z53YHQSOE8OBPIL7LIA0SU6I,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,1,The elephant have a long trunk.,1,3670,in this house,conj_pl, is,20
F5PZMUCF9P70FP998T5AM87OR745HEY87XXGMQX3636GCXHV5W,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",target,1,There are a pillow and a blanket on top of the bed.,4,7253,on top of the bed,conj_sg, are,23
S64UU3VT8HANXRQN15QO9BVYF79E6V7M77R9GL21DDMMGPDEU4,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,1,Every spider scares I.,1,6733,on top of the bed,conj_sg, are,22
4RKKKKNVNZGCU1QMHAERPRH0IENV7BIFPW02TKBP5Q2QUFHK4V,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,1,All of the doctors said that her was healthy.,1,12367,on top of the bed,conj_sg, are,47
1SL6K3ARCP8VXJDNRXNELFJP8FU0D5OXV2YFUT59A8IFQLYM70,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",target,1,There are a table in the lounge.,1,5970,in the lounge,sg, are,46
NROKST5C1K4LNC2PKI0QAWYA8JDLH97IFO90XXMRI6QTRLV33Q,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,1,An apple fell from the tree and hit I.,1,12899,in the lounge,sg, are,45
F25XMBG76ISP4FQBCLCJEJUS0FLLBLL4LPGJBOMY5H8NP1GJO0,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,0,A hawk is flying after its prey.,7,9697,in the lounge,sg, are,44
D5Z7U7ESX2IZ5TI70EIP2HAB7NV31AHYAIFZD5EJ279CI05E83,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,0,Every parent with a daughter loves her.,4,7533,in the lounge,sg, are,43
2D63678NHTP4D81AG0TKIFRB6W4F627DLRWM18OTQPNN15K673,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",target,0,There is turtles at the aquarium.,1,4807,at the aquarium,pl, is,42
ES6QT2W9A67H5JF4MMTI6Z9OSI5ZYPLLOODQ5FA7V1N73CLI6E,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,1,All of the airplanes takes off from this runway.,7,3679,at the aquarium,pl, is,41
0FKZXB3I3LTB4L5K50RKDF2B7R7H1SO0UI3ZLEME4Y2SOUKC98,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,0,All of the birds sleep on my roof.,7,24464,at the aquarium,pl, is,40
DECC75WL5DGAY3AJ697COL2MB6DR3Q4Z4AMGWSRA6SF1FCJ196,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,0,The computers at the university cost thousands of dollars.,7,17313,at the aquarium,pl, is,49
17ZBAQEY6P2P6U5BLTG4II2OLXMZJH9N30H43F81LIRBPPASYH,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,1,Every dolphin like to play.,4,3924,at the aquarium,pl, is,48
8KM9MFO2XDCTTYLVFHTZOP3A0JC9FJ8J056LZZD1S92COUQOLC,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,1,The gophers were asleep in it holes.,7,4287,at the aquarium,pl, is,6
MBMMLEUXXG3J0N9QJBS6MLUQ4RV1HCHP904HIVR24DLMRH3M84,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",target,1,There are restaurants and a bank on this block.,7,6182,on this block,conj_pl, are,7
YAK1RJ28OKIITBXDQOQ94Q705LGCECPL6BY7TP7T2VR7A4OLSM,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,0,His phone's screen is broken.,7,7554,on this block,conj_pl, are,4
D475LW34ZYQ5K9SEBNHHV9C4YGIUCEL2XMACCZL9H0FG98RMOE,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,0,The stapler requires extra-large staples.,7,4311,on this block,conj_pl, are,5
BO7WG0QB74O4WRS01D2TFJYAHPVKHGXWWJMIJMLQAG5KJ67RFH,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,1,I gave the package to she yesterday.,1,5592,on this block,conj_pl, are,2
CVJMDYWUUGG1XN7CKR42ANHCGM3DV5B8QWMFYQ4X9KAMCA1U1F,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,0,Children play in this park all the time.,7,4028,on this block,conj_pl, are,3
1M7MI0G1DPKY3SB9PROS982WMUC5VZLBGVVXZI27383LM9FQB4,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,1,My stereo have not worked for a while.,1,9636,on this block,conj_pl, are,1
JBSS3L9OELTR4EYG416GC2FNZ9F6X4YCY6ZWVCJSBFBWP0P9HZ,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,1,A male lion have a large mane.,1,5695,on this block,conj_pl, are,8
8JZWIA8A1KK74UD26SZLB0RKZA4IBHWGET16K3DMEK91X9ISY1,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,1,All of the books on the shelf belong to she.,1,4120,on this block,conj_pl, are,9
TN62BJ816VN3DBP1OHER1ZIFGS25VCQJXVT97K1GB04AV5O1UK,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",target,1,There's a giraffe and a panda in the zoo.,7,5326,in the zoo,conj_sg,'s,14
TBLN5AKQATM9TKK09K9XAUGX6ONLARNR0P9MKHB7LRVRCKEIDG,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,0,All of the mice were in their cages.,7,42577,in the zoo,conj_sg,'s,15
JFB7VV4PATVE9X3UNCQDMFIUGTQH3WEX56C4BT3GDNSA5FENBH,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,0,Some foxes live in the woods behind my house.,7,4615,in the zoo,conj_sg,'s,16
C7HXYR4TF4UD122QXH4MO42THGAKMI0IA026NAKZTNYHTDERS6,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,1,Every dish him cooks is delicious.,1,12263,in the zoo,conj_sg,'s,17
8LYULIO0XPN4DLDS3FMZUR1CECAZQ59W3AQDST64NFU69W7BES,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,0,The snake is my favorite animal.,7,4550,in the zoo,conj_sg,'s,10
OBDWO8OV3EVI3438QWN57RW31RPUT1R8VIVIFZ3RR1616ZXHHW,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",target,0,There is a pigeon and a squirrel on the sidewalk.,7,10137,on the sidewalk,conj_sg, is,11
NCGZPHOVRTBVZGQBTJGLKD8W3YBDVN1XF8OT9ODR78841ANZ5G,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,0,The jacket fit him well.,7,9578,on the sidewalk,conj_sg, is,12
FNR5RXTBGNJSB8TDXHO8URBMX8CR1EKY141XO2MG9L1N4EZM9Y,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,1,The landlord told I that my lease was up.,1,11588,on the sidewalk,conj_sg, is,13
28G2OJLVM5596HTEIG4D49ZCGN1FMGRGQIESB0AQVHDSPRMU3L,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,1,The employee have come in late every day.,1,7804,on the sidewalk,conj_sg, is,36
BYAVNXTUJQ5QXO9S0LLGED9B11PRJ3M8XZL0DM3ZDOJY3CD4N4,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,1,The skunks loves to spray me.,2,4703,on the sidewalk,conj_sg, is,37
IP0KC8OZA8LEF0YQDMIS0LF3AVFQBTRLFBA907VQ9VIFIQW8SQ,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,0,Some deer make a home for themselves around here.,7,5120,on the sidewalk,conj_sg, is,34
WU1LXLDY5QDZQZOT7NQ3OMA5HDWF93J40PUE9K5AEAM0AOVKND,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",target,0,There's chickens and a horse at this farm.,7,4411,at this farm,conj_pl,'s,35
EQNNG07CSJMGE5QQ7YBJXGE2IKK8FTATGP11HU16E9X4G322CN,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,0,Some bicycles have to be fixed.,7,4990,at this farm,conj_pl,'s,18
AXIS8TAFS1KDDPNOV76NUEQMTDMNCYLD4R29QLFX8RHP8MCJ85,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",target,0,There's trucks in the driveway.,4,4816,in the driveway,pl,'s,19
OZ68TSGB0939X1PZLJ6DZEXK4M3EY4WUISSNRG5ASH91VSMD8O,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",target,0,There is a magazine on the table.,7,3122,on the table,sg, is,30
0GQD03E7JMNCD2M8XGXQNWJ8GXSFKIXJX5ZU5NUKQFK7UG5FMW,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,1,A basketball player was cut from the team because him did not come to practice.,1,6924,on the table,sg, is,31
D0SO7VIW4GVFPCSSAHH986K364K4TXMZY0JEZYDMNFY5ZMYNOK,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,0,The televisions that she owns are broken.,1,5658,on the table,sg, is,38
1CQNOYYRVJRNJ9VYZW970M8N60BUPDGL5MHQJJ8JL8UFYDOSCV,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,1,Some managers suggested that we fire he.,2,10665,on the table,sg, is,51
VJCVIO28NE5SFMM92VVPRES3PWBXRIMBMC2ONJWMBTFME65EFG,Sat Jan 02 05:44:24 PST 2016,Sat Jan 02 05:51:51 PST 2016,"""English""",filler,0,All of the students eat in the cafeteria.,7,6593,on the table,sg, is,32
